,publish_date,headline_text
16182,20030508,g g should have gone public earlier tanner
16183,20030508,giant postcard from russia with love
16184,20030508,giffen back for brumbies
16185,20030508,goldfields awaits wa budget
16186,20030508,govt to maintain pacific aid
16187,20030508,govt to protect long service leave entitlements
16188,20030508,grain growers urged to remain calm amidst virus
16189,20030508,greens call on govt to act on rivers report
16190,20030508,groups seeking more equitable fuel prices
16191,20030508,haas jr continues proud family tradition
16192,20030508,hanson says she has never taken money
16193,20030508,health minister praises new cancer treatment centre
16194,20030508,hewson joins chorus of callers for g gs resignation
16195,20030508,highway funding summit off
16196,20030508,horan retires with strong world cup memories
16197,20030508,hospital contractor working to ensure no asbestos
16198,20030508,hundreds missing in flooding in argentina
16199,20030508,hunter leaves tassie to train
16200,20030508,illegal fishing hurting local fish stocks minister
16201,20030508,inaugural wachovia championship begins thursday
16202,20030508,india sees no bilateral pakistan games for now
16203,20030508,india wants pakistan to do more to crack down on
16204,20030508,indigenous painting to return for auction
16205,20030508,indonesian army ready for new operation in aceh
16206,20030508,insurance woes cancel rspca launceston event
16207,20030508,ioc seeks end of iraq olympic committee
16208,20030508,iraqis to try captured leaders us
16209,20030508,israeli troops shot uk journalist in neck autopsy
16210,20030508,jails in lockdown after gun discovery
16211,20030508,jayawardene appointed sri lanka one day vice
16212,20030508,job agency closes doors
16213,20030508,jury retires in fraser trial
16214,20030508,katter pledges fight for aged care centre
16215,20030508,keane urges fergie to spend man utd to european
16216,20030508,labor queries g gs legal affairs
16217,20030508,langer hesitant about ryder cup captains candidacy
16218,20030508,leading lady sorenstam competes in pga
16219,20030508,lending boosts westpac result
16220,20030508,magistrate to ignore bali trial warnings
16221,20030508,man charged over fatal stabbing
16222,20030508,mandela and mtv team up to fight aids
16223,20030508,man faces child sex charges
16224,20030508,man fined for cray poaching
16225,20030508,man injured in highway truck roll
16226,20030508,market dragged down by banks amp
16227,20030508,mayor not concerned by state fund reports
16228,20030508,medals presented for community efforts
16229,20030508,merger may boost mid west freight services
16230,20030508,mickel elected esperance shire president
16231,20030508,millions needed to combat tourism woes
16232,20030508,missing tourist found
16233,20030508,natasha ryans mother urges media to stay away
16234,20030508,nauru heading for constitutional crisis
16235,20030508,nauru still searching for speaker president
16236,20030508,new dengue fever hot spots identified
16237,20030508,new figures offer hope to homebuyers
16238,20030508,new jersey takes 2 0 lead in semi final series
16239,20030508,new weapon in fight against sex assault
16240,20030508,no good reason for delaying murray decision hill
16241,20030508,nsw opp urges law amendments be split
16242,20030508,nsw remains gripped by drought
16243,20030508,oo7 collapses during show
16244,20030508,oppn calls for budget boost for families
16245,20030508,optus posts first yearly profit
16246,20030508,painful return for van de velde
16247,20030508,pakistan to deport thomas without charge
16248,20030508,pak park lead korean contingent at lpga
16249,20030508,pan recall has forced businesses under council
16250,20030508,perilya to await insurance decision
16251,20030508,pharmacy guild to try and repair pan damage
16252,20030508,phillips to coach sa cricket team
16253,20030508,pm may comment on g g allegations
16254,20030508,pms office silent on g g statement
16255,20030508,police divers called in during search for missing
16256,20030508,police interview witnesses to fatal car smash
16257,20030508,policeman thinks killer didnt act alone
16258,20030508,police name accident victim
16259,20030508,police still probing church blaze
16260,20030508,police to issue summons for ryan and boyfriend
16261,20030508,ponting could miss fourth test
16262,20030508,pool debate continues in lismore
16263,20030508,prince hal prepares for prime ministers cup
16264,20030508,prisons boss defends allowing murderer to rent
16265,20030508,prison search finds more contraband
16266,20030508,profit takers drive aussie dollar lower
16267,20030508,qantas profit expected to fall up to 30pc
16268,20030508,raiders secure major sponsor
16269,20030508,rebate offered to encourage water recycling
16270,20030508,report highlights kempsey shires recycling efforts
16271,20030508,researchers trial virtual exercise machines
16272,20030508,revamp planned for traralgon college
16273,20030508,rooney gets erikssons vote as young player of the
16274,20030508,roos says bounce the bounce to protect the umpires
16275,20030508,ruddock responds to women trafficking criticism
16276,20030508,sa bids to stop radioactive waste dump
16277,20030508,salvos want judicial officer to hear detention
16278,20030508,sa opposition issues water restrictions warning
16279,20030508,sars death rate to increase because of specialist
16280,20030508,sars may still impact tasmanian qantas workforce
16281,20030508,school demolition averted
16282,20030508,search to continue for missing man
16283,20030508,ses mourns volunteer
16284,20030508,ses volunteer killed on the job
16285,20030508,slipper rejects mps hospital claims
16286,20030508,soccer aust chairman resigns
16287,20030508,soccer australia chairman quits
16288,20030508,speed not a factor in fatal accident police
16289,20030508,spurs top lakers in nba finals
16290,20030508,squash ace considering pro ranks again
16291,20030508,sun prime in voluntary quarantine over wheat virus
16292,20030508,sydney councils at odds over boundary changes
16293,20030508,tas doctors not encouraged to bulk bill
16294,20030508,tatu film clip shifted by ancient law
16295,20030508,teen charged over bomb hoaxes
16296,20030508,teens to be quizzed about garden city
16297,20030508,tornadoes claim more victims in us
16298,20030508,tough process for abrolhos islands tourism ventures
16299,20030508,tourism south west puts hand up to manage zone
16300,20030508,townsville mooted as possible research super centre
16301,20030508,tractor death under investigation
16302,20030508,trading in southcorp shares suspended
16303,20030508,training sweetener for sugar workers
16304,20030508,train ploughs through bus in hungary
16305,20030508,treasurer confirms closure of pine forest industry
16306,20030508,twins born from separate wombs
16307,20030508,two arrested following sydney shooting
16308,20030508,unsustainable hunting practices in the spotlight
16309,20030508,us inquiry urges more autonomy for papua
16310,20030508,us lifts iraq sanctions
16311,20030508,us tests potential mobile weapons lab
16312,20030508,us to comply with wto ruling
16313,20030508,vancouver 2010 olympic bid organisers keen for vote
16314,20030508,van nistelrooy determined to become goal provider
16315,20030508,vic court lifts ban g g denies rape claim
16316,20030508,vic depts fire prevention policies criticised
16317,20030508,vic places one year ban on gm canola
16318,20030508,warning issued after young girl attacked
16319,20030508,washington wizards kick out jordan
16320,20030508,waugh believes he has several more years in him
16321,20030508,wesfarmers shares up after company posts profit
16322,20030508,west indies not concerned over losses
16323,20030508,westpac share price falls on back of profit figures
16324,20030508,wheat farmers cautioned about field trials
16325,20030508,white falls victim to contact with umpire rule
16326,20030508,woman jailed over home invasion
16327,20030508,woman to face court on accessory to murder charge
16328,20030508,zimbabwes tough media laws struck down
16329,20030509,2004 european cup needs new host
16330,20030509,accc gives mim takeover the green light
16331,20030509,adf investigates westralia engine failure
16332,20030509,alice set to rock
16333,20030509,anglican clergy back hollingworth
16334,20030509,armstrong urges g g to consider position
16335,20030509,atsic seeking inclusion in un body
16336,20030509,attorney general considers rape sentence appeal
16337,20030509,augathella ups the ante
16338,20030509,aussie benefits as greenback slides
16339,20030509,aussies well placed at pga event
16340,20030509,aust dumbing down educators
16341,20030509,australia wins trans tasman trophy
16342,20030509,aust suspends some ammunition exports to png
16343,20030509,bahrain closes in on grand prix glory
16344,20030509,banks urged to open on saturdays
16345,20030509,basin council set to decide on delaying murray
16346,20030509,batchelor defends overpass funding
16347,20030509,beachley leads surfing charge
16348,20030509,beachley riding high in tahiti
16349,20030509,bishop says g g under more pressure to consider
16350,20030509,blues overpower hurricanes
16351,20030509,bodies of murdered siblings to be released shortly
16352,20030509,book charts asian violence against women
16353,20030509,bras replace sars masks
16354,20030509,broadband predicted to offer big economic boost
16355,20030509,broken hill jobless rate still falling
16356,20030509,brothel announces expansion plans
16357,20030509,brumbies face nervous wait
16358,20030509,brumby in bendigo selling budget
16359,20030509,budget funding for goldfields water supplies
16360,20030509,budget funds announced for pilbara
16361,20030509,budget funds expected to boost port exports
16362,20030509,budget funds to help boost port trade
16363,20030509,bulgarian ace puts celtic title push into overdrive
16364,20030509,bulldogs barking after win over roosters
16365,20030509,bushfire probe to get final submissions
16366,20030509,call for capricorn coast special school
16367,20030509,call for return of ballot papers
16368,20030509,call for wider probe into vic fire management
16369,20030509,cancer vaccines may be only 5 years away
16370,20030509,capriati reaches german open quarters
16371,20030509,cause of half beijing sars cases unknown
16372,20030509,cfa defends gippsland fire management efforts
16373,20030509,cfa supports need for better dse relations
16374,20030509,chamber aims to boost dalby training
16375,20030509,chamber defends mayor over poultry decision
16376,20030509,changes urged to act forest burn offs
16377,20030509,chechen blast kills one wounds two
16378,20030509,clarke expected to be fit to take on collingwood
16379,20030509,coat of arms theft charges stand
16380,20030509,conference to draw up cloning regulations
16381,20030509,councillor clarifies recycling ranking
16382,20030509,councils to learn super bill contribution
16383,20030509,council urged to name roads
16384,20030509,crean to investigate 24 hour gambling
16385,20030509,crows prepare for collingwood clash
16386,20030509,darwin hospital at forefront of emergency response
16387,20030509,demons feeling the heat daniher
16388,20030509,derby fire gregory
16389,20030509,developer not surprised by project being called in
16390,20030509,dockers spots at stake
16391,20030509,doctors group says health budget doesnt fill all
16392,20030509,doctor warns of possible obstetrician shortage
16393,20030509,dokic suffers shock loss
16394,20030509,doyle claims delahunty misled parliament
16395,20030509,drc rebels fire at ministers plane
16396,20030509,drivers warned as fog blankets perth
16397,20030509,drought increasing stock deaths
16398,20030509,drugs seized in two separate raids
16399,20030509,duncan makes it five in a row
16400,20030509,dwyer banks on brumbies
16401,20030509,escaped camels lumped together
16402,20030509,farmers urged to plant wheat crops
16403,20030509,fergie tracks italian midfielder as keane
16404,20030509,fia president says car makers will come and go
16405,20030509,figures highlight unemployment woes
16406,20030509,finnegans future remains a mystery
16407,20030509,fire traps five in high rise lift
16408,20030509,fire warnings defended as adequate
16409,20030509,firm concedes dairy rap funds retrospective
16410,20030509,food poisoning sparks hospital disaster plan
16411,20030509,former wa governor dies in britain
16412,20030509,four charged over stolen potter novels
16413,20030509,fraser convicted of qld serial murders
16414,20030509,gene search unearths new colon cancer genes
16415,20030509,germany to host cycling championships
16416,20030509,g g told pm of rape claim
16417,20030509,g g vows to fight rape claim
16418,20030509,global warming unlikely to increase malaria risk
16419,20030509,good and bad in wa education budget aeu
16420,20030509,govt finalises sa dump plans
16421,20030509,grace bros urged to rethink store closure plan
16422,20030509,grafton suspected as source of tick outbreak
16423,20030509,grazier unhappy with leaseholders plan
16424,20030509,group claims inmates treated inhumanely at risdon
16425,20030509,group to campaign against powerline plan
16426,20030509,halifax launches bankwest takeover bid
16427,20030509,hill to push murray river compromise solution
16428,20030509,hollingworth stands aside as g g
16429,20030509,hospital puts disaster plan into action to treat
16430,20030509,houllier plays down chelsea showdown
16431,20030509,houllier raises stakes in champions league roulette
16432,20030509,how to lose weight on 120 bananas a day
16433,20030509,hunters fpa health to reduce services
16434,20030509,illegal fishing threats under the spotlight
16435,20030509,india conducts first air to air missile test
16436,20030509,india rejects suggestion to give up nuclear weapons
16437,20030509,ivanisevic targets another comeback
16438,20030509,ivanisevic to make comeback in nottingham
16439,20030509,job agency to close doors
16440,20030509,jones gustafson lead lpga event
16441,20030509,judicial system cranks up in iraq
16442,20030509,jury in trial of atsic official fails to reach
16443,20030509,kafelnikov mows down moya
16444,20030509,kangaroos down hawks
16445,20030509,kid for sale 8 or best offer
16446,20030509,lake julius pumping may begin next month
16447,20030509,leaders meet over public drunkenness
16448,20030509,leaney close to leaders
16449,20030509,leverkusen out to make a point at hamburg
16450,20030509,little chance of federal budget funds for calder
16451,20030509,liverpool chases manchester united
16452,20030509,local derby to test the front runners
16453,20030509,london mayor compares bush to saddam
16454,20030509,loy yang power gets 27m insurance payout
16455,20030509,mackay hoping to secure russian trade deal
16456,20030509,magistrate blasts delays in forensic testing
16457,20030509,malthouse slams stupid umpire contact rule
16458,20030509,man charged over hospital fire
16459,20030509,man sentenced to 18 years jail for pub killing
16460,20030509,marina housing plan for denham
16461,20030509,market steadies as dollar hits three year high
16462,20030509,mayor defends council legal bills
16463,20030509,mayor welcomes lower speed limit
16464,20030509,mineral water not champagne if juve win title
16465,20030509,montgomery vs johnson in grand prix sprint
16466,20030509,more recognition sought for river management
16467,20030509,more staff for cairns hospital
16468,20030509,more telstra job cuts expected
16469,20030509,moroccan charged with accessory to murder in sept
16470,20030509,mp rejects claims over grace bros efforts
16471,20030509,new deputy mayor for kalgoorlie boulder
16472,20030509,no jobs guarantee for unemployed workers
16473,20030509,nt police search for armed hitchhiker
16474,20030509,ogrady grabs fifth place
16475,20030509,oil slick tanker victims to receive payout
16476,20030509,one dead after gold coast apartment fire
16477,20030509,pan scandal claims another scalp
16478,20030509,parker to miss bulldogs clash
16479,20030509,perth building fire being treated as suspicious
16480,20030509,pm flies back into political storm
16481,20030509,png cash flow dries up
16482,20030509,police crack tri state drug syndicate
16483,20030509,police file summons for natasha ryan
16484,20030509,police issue warning after drug raids
16485,20030509,police lay drug charges after raids
16486,20030509,police officer injured during wild brawl
16487,20030509,police seek public help to solve smith murder
16488,20030509,political row erupts over rate rise claims
16489,20030509,ponting given until last minute
16490,20030509,ponting given until last minute to prove fitness
16491,20030509,possible sars case on gold coast
16492,20030509,pressure mounts for sa gm crops moratorium
16493,20030509,protest over race cuts planned
16494,20030509,qantas passengers being contacted after
16495,20030509,rann claims win despite low level waste dump
16496,20030509,rapist gets 12 years jail
16497,20030509,rates unlikely to change rba
16498,20030509,rba assessment pushes short term interest rates up
16499,20030509,reals champions league distraction cheers deportivo
16500,20030509,record low gladstone jobless figures
16501,20030509,regulars ruled out of south african tour
16502,20030509,reid set to be named permanent leeds manager
16503,20030509,revellers urged to be wary of gang
16504,20030509,rookie prince creates overtime win for detroit
16505,20030509,ross to miss two months with back injury
16506,20030509,russia considers severing china links over sars
16507,20030509,russia to launch more satellites this year
16508,20030509,ryan could face further charges
16509,20030509,ryan ditches swimming for radio
16510,20030509,sack hoddle sherwood tells spurs
16511,20030509,sa claims win in nuke dump round one
16512,20030509,sars study reveals double edged sword
16513,20030509,satellite venture to boost competition murdoch
16514,20030509,school focusing on community support
16515,20030509,seven sells off broadcast centres
16516,20030509,slingshot users go on vandalism spree
16517,20030509,soccer australia crisis deepens
16518,20030509,sorenstam shares lead in japan
16519,20030509,stabilisation force for iraq under discussion in
16520,20030509,students sent home after gastro scare
16521,20030509,stuttgart to host 2007 world race championships
16522,20030509,super pit decides against digging deeper
16523,20030509,tas faces nations worst jobless rate
16524,20030509,tasmania records first q fever case
16525,20030509,taxi drivers want clarification of airport levy
16526,20030509,t birds are go for grand final replay
16527,20030509,team coast banned from competition
16528,20030509,temco hopes to move forward after fire
16529,20030509,tfga seeks input on sale of agricultural assets
16530,20030509,tga suspends medical production licences
16531,20030509,thousands flee congo fighting
16532,20030509,tour of italy seeks positive attention
16533,20030509,two lost goyas sell for 62m
16534,20030509,umpiring manager stands by centre bounce
16535,20030509,union calls for building collapse probe
16536,20030509,us calls on france russia to drop opposition to
16537,20030509,us climber tells i did what i had to
16538,20030509,us senate approves new nato members
16539,20030509,us steps up pressure on iran
16540,20030509,us to ask for un approval to control iraqs oil
16541,20030509,us to challenge eus policy on gm foods
16542,20030509,vic dentists call for further funding
16543,20030509,vic govt defends axing of jobs program
16544,20030509,virus shows benefits of gm crops
16545,20030509,wa budget holds few surprises for great southern
16546,20030509,wa govt pulls on gloves over nuclear waste dump
16547,20030509,warm welcome for olympic gold medallist fox
16548,20030509,weipa moves closer to local govt area status
16549,20030509,who steps up sars travel warnings
16550,20030509,wife siblings of israel bomb fugitive remanded in
16551,20030509,windies recall jacobs dillon
16552,20030509,woman gets bond for accepting secret docs
16553,20030509,woods denies fallout with caddie
16554,20030509,workshops to focus on fishing angle
16555,20030509,world cup contract concerns increase
16556,20030509,world cup expansion a mistake blatter
16557,20030509,wwi veteran passes away in sydney
16558,20030509,yorkshire signs yuvraj singh
16559,20030510,10 people wounded in bomb explosion in pakistan
16560,20030510,21 killed 300 injured in bangladesh storms
16561,20030510,actor jack nicholson gets angry over shaqs foul
16562,20030510,alleged people smuggler to face australian court
16563,20030510,animals allowed on planes for emotional support
16564,20030510,anti abortion activist gets 25 years for doctor
16565,20030510,athletes should take heed of pan recall coates
16566,20030510,at least two wounded in us university shooting
16567,20030510,ballymore thriller farewells kefu in style
16568,20030510,banfield joins 200 club
16569,20030510,beachley leads surfing charge
16570,20030510,beattie challenges nats over sugar reforms
16571,20030510,benazzi bows out with world cup regret
16572,20030510,broncos sign lang park deal
16573,20030510,brumbies snatch last super 12 semi final spot
16574,20030510,brumbies sneak into semi finals
16575,20030510,bush steps up mideast peace drive with trade pledge
16576,20030510,calls for govt to improve regional uni funding
16577,20030510,carlos handed three match ban
16578,20030510,casualties feared in attack on coalition patrol in
16579,20030510,china urges further talks in north korea crisis
16580,20030510,claim women too obsessed with finding mr right
16581,20030510,clijsters capriati set up french open re match
16582,20030510,cold showers for kiwis without voluntary power
16583,20030510,concerns over nt govts environmental priorities
16584,20030510,coober pedy elders criticise waste dump decision
16585,20030510,crusaders dent brumbies finals chances
16586,20030510,death toll uncertain in freak air accident over dr
16587,20030510,defence calls for new technology inventions
16588,20030510,eagles edge cats saints march on
16589,20030510,ferrero sinks schuettler
16590,20030510,firies told they werent needed during canberra
16591,20030510,football is deadly serious study finds
16592,20030510,fraser verdict will bring closure mayor
16593,20030510,gibernau quickest in first qualifying
16594,20030510,glory secures grand final berth
16595,20030510,govt approves drought relief for some nsw vic
16596,20030510,govt tops up funds for tas memorial
16597,20030510,greek athlete records positive drug test
16598,20030510,hangar collapse probe premature act govt
16599,20030510,harrington takes belfry lead
16600,20030510,hobart ready to rock with works festival
16601,20030510,howard praises gulf troops
16602,20030510,indefinite jail term sought for fraser
16603,20030510,international experts discuss sars in melbourne
16604,20030510,johnson faces tough test
16605,20030510,johnson runs second in japan
16606,20030510,jones grabs lead in lpga event
16607,20030510,kangaroos down hawks
16608,20030510,krakouer leads tigers to big win
16609,20030510,larkham in doubt for ireland test
16610,20030510,larkham may miss ireland test
16611,20030510,lawson routs aussies
16612,20030510,lawson stars as windies take control
16613,20030510,magpies aim to end losing streak
16614,20030510,man charged after wilmot shooting
16615,20030510,man killed after car hit phone booth
16616,20030510,man to face court over sydney drug raid
16617,20030510,nasa offers to launch your name to the stars
16618,20030510,nearly 19000 chinese in sars quarantine
16619,20030510,nepalese govt maoist rebels in new talks
16620,20030510,nets crush celtics
16621,20030510,nsw airport bus service to close
16622,20030510,nsw govt asked to support country shows
16623,20030510,nsw police probe suspicious death of teen
16624,20030510,nz skipper barker backs portugals cup bid
16625,20030510,ogrady edges cooke for fourth
16626,20030510,oklahoma cleans up from tornado floods in south
16627,20030510,opposition slams gag on g g debate
16628,20030510,panthers hold off dragons knights crush rabbitohs
16629,20030510,phoenix swifts and kestrels notch wins
16630,20030510,pies in thrilling win over crows
16631,20030510,police arrest man found with 7500 worth of ecstasy
16632,20030510,police shoot woman pointing gun at sons head
16633,20030510,ponting illness not yet identified
16634,20030510,price leads pga championship
16635,20030510,qld nats meet to choose lesters replacement
16636,20030510,questions asked over govts nuclear waste plans
16637,20030510,rann vows to fight waste dump
16638,20030510,reid sets sights on keeping kewell
16639,20030510,row sees sydney set for inundation of trucks
16640,20030510,russian to have visa application reviewed
16641,20030510,ryan pulls out of world championships
16642,20030510,sainz takes charge as gronholm hits a rock
16643,20030510,sa police arrest second man over amphetamine paste
16644,20030510,second outbreak of wheat virus in toowoomba
16645,20030510,security officers told to expect the worst at bali
16646,20030510,small business being pushed out of oil industry mta
16647,20030510,sorenstam surges to one stroke lead
16648,20030510,stoush over suggestion nt could host waste dump
16649,20030510,tas abalone industry in crisis in wake of sars
16650,20030510,tas prison to be opened to tourists
16651,20030510,tga facing huge bill over pan recall
16652,20030510,thirteen dead in bomb blast in southern philippines
16653,20030510,three children killed in pakistani kashmir
16654,20030510,three killed in us helicopter crash in iraq
16655,20030510,un urged to lift sanctions against iraq
16656,20030510,up to 160 feared dead in congolese air accident
16657,20030510,us is committed to afghanistan armitage
16658,20030510,us reporter killed in iraq car crash
16659,20030510,us upbeat over iraqi sanction talks
16660,20030510,vic police catch 33 over the limit
16661,20030510,wa govt criticised over road funding cuts
16662,20030510,wa govt warned about overspending in hospitals
16663,20030510,wa police investigate fire bombing incident in
16664,20030510,waratahs need strong performance burke
16665,20030510,waratahs play waiting game
16666,20030510,webber signs new jaguar deal
16667,20030510,windies on top
16668,20030510,windies take the initiative
16669,20030510,wins for darters phoenix swifts and kestrels
16670,20030510,woman hospitalised after shooting in north west tas
16671,20030510,woman killed in gold coast high rise blaze
16672,20030510,worlds smallest seahorse discovered
16673,20030510,yemeni gets death for killing three us missionaries
16674,20030511,2 y o diagnosed with meningococcal disease
16675,20030511,abu sayyaf claims deadly bomb blast
16676,20030511,act establishes water cap
16677,20030511,aha calls for poker profits to flow back to
16678,20030511,akhtar fires pakistan to victory over sri lanka
16679,20030511,aoc head warns of heightened risk to australian
16680,20030511,arabic newspaper resumes publishing in baghdad
16681,20030511,asian companies interested in darwin business park
16682,20030511,australia back in control
16683,20030511,australia back in control of test
16684,20030511,australias wealth imbalance worsening vinnies
16685,20030511,beattie calls for fed govt action for paid
16686,20030511,beattie urges parents to guide teens attending
16687,20030511,beattie urges pm to act on g g
16688,20030511,bosnian serb officials and army protecting
16689,20030511,bristol facing relegation
16690,20030511,britain pulls spy out of ira amid exposure fears
16691,20030511,british barristers cling onto wig tradition
16692,20030511,broncos lead after lightning start
16693,20030511,broncos make light work of cowboys
16694,20030511,brumbies looking forward to semi finals
16695,20030511,budget should focus on health education democrats
16696,20030511,bulls sink sharks
16697,20030511,bush donates funds to tornado victims
16698,20030511,businesses urged to retain older workers
16699,20030511,call for medical student selection to change
16700,20030511,calls for g g to resign continue
16701,20030511,calls for more funding for autism programs
16702,20030511,capirossi grabs spanish gp pole
16703,20030511,cecchinello holds on for spanish 125 repeat win
16704,20030511,claim govt bid to boost doctor numbers in rural
16705,20030511,clijsters breaks capriati jinx
16706,20030511,clp wont support nuclear waste dump for nt
16707,20030511,congan death toll could exceed 200 airport sources
16708,20030511,costello says austs role in iraq war will cost
16709,20030511,crean to meet with beazley this week
16710,20030511,crows lose carey for lions clash
16711,20030511,csiro staff demand more funding
16712,20030511,darwin businesses evacuated after gas leak
16713,20030511,delay in taking sick detainee to hospital lawyer
16714,20030511,dems announce funding plan for royal commission
16715,20030511,detainee released from hospital
16716,20030511,dortmund back up to second with ricken double
16717,20030511,driver to front court after man killed in phone
16718,20030511,eagles edge cats saints march on
16719,20030511,egypt to recover ancient treasures from us
16720,20030511,eleven killed in kashmir violence
16721,20030511,eriksson ready for rooney row
16722,20030511,ferrero follows agassi out of hamburg masters
16723,20030511,francou out with dvt
16724,20030511,g g must take the next step anti abuse group
16725,20030511,g gs future in his own hands costello
16726,20030511,gold coast man being monitored for sars
16727,20030511,govt urged to commit to paid maternity leave
16728,20030511,hoddle vows to reverse spurs slump
16729,20030511,horan turns down reds offer
16730,20030511,hrt cancer fears unfounded surgeon
16731,20030511,hrt does not cause breast cancer expert
16732,20030511,india conducts second test of air to air missile
16733,20030511,indonesia names aceh rebel leaders as bomb suspects
16734,20030511,iverson shines as philadelphia beat detroit 93 83
16735,20030511,japan edges young australians
16736,20030511,johnson turns attention to europe
16737,20030511,jones extends lead at lpga event
16738,20030511,juventus take italian league title
16739,20030511,kennelly takes out tahiti event
16740,20030511,kojonup farmer third on wa libs senate ticket
16741,20030511,lara keeps windies in the contest
16742,20030511,lara keeps windies in touch
16743,20030511,lara waugh escape censure
16744,20030511,laurinel argie wins pms cup
16745,20030511,learner driver over the limit
16746,20030511,luger confirms perpignan move
16747,20030511,magpies savour miracle win
16748,20030511,man appears in nsw court over murder of high
16749,20030511,man arrested after police net sas biggest haul of
16750,20030511,man arrested after sa police net huge haul of
16751,20030511,man in hospital after balcony fall at perth casino
16752,20030511,man injured after falling from casino balcony
16753,20030511,man remanded in custody over wilmot shooting
16754,20030511,mantilla faces federer in rome final
16755,20030511,man to face sydney court over girls murder
16756,20030511,man to front court after man killed in phone booth
16757,20030511,marsh now 100 percent english report
16758,20030511,mass graves found in chechnya contain 110 bodies
16759,20030511,melbourne woman cleared of sars
16760,20030511,monaco go top marseille stumble
16761,20030511,montgomery brushes off chambers record threat
16762,20030511,moreau claims yellow jersey
16763,20030511,new sars treatment claimed by hk team
16764,20030511,no question that hollingworth must go crean
16765,20030511,northern spirit fights for 2 2 draw
16766,20030511,nt legal service pushing for equal gay rights
16767,20030511,old parliament house throws open its doors
16768,20030511,openers steer australia back on track
16769,20030511,openers steer australia into strong position
16770,20030511,pakistan skittled out for 116 by new zealand
16771,20030511,palestinians kill israeli in west bank ambush
16772,20030511,parents should keep teens away from gold coast
16773,20030511,pasminco west coast council among winners in tas
16774,20030511,petacchi leads italian double
16775,20030511,pm contacted bacon about g g decision
16776,20030511,pm has not gone far enough greens
16777,20030511,police appeal for help after father son attacked
16778,20030511,police prepare massive security operation on eve
16779,20030511,port arthur to unveil new tourist attraction
16780,20030511,portuguese revenge match with us called off
16781,20030511,powell calls on palestinians to disarm militants
16782,20030511,powell meets with sharon pushes peace plan
16783,20030511,priests among massacred in dr congo un worker
16784,20030511,qld nats select fisher for keppel contest
16785,20030511,rare potoroo colony found in southern wa
16786,20030511,real leave door open for championship challengers
16787,20030511,real leave the door open for championship
16788,20030511,sars cases worsen in asia ease in canada
16789,20030511,school maintenance taskforce waste of time nsw opp
16790,20030511,scientists trawl tasman sea in search of new
16791,20030511,second drive by shooting in sydney in two days
16792,20030511,shave reportedly considering comeback to wa
16793,20030511,shiite leader returns as un tackles iraq sanctions
16794,20030511,singaporean nurse dies from sars raising death
16795,20030511,sorenstam opens five stroke lead in tokyo
16796,20030511,stamp coin issue to mark prince williams 21st
16797,20030511,stormers end season on high note
16798,20030511,study shows mothers volunteer the most
16799,20030511,support for jones to replace fels as accc chief
16800,20030511,suspected sars patient in melbourne hospital
16801,20030511,swans upset lions wins for demons dockers
16802,20030511,sydney doctor to continue tobins work
16803,20030511,tas govt should acknowledge federal help abetz
16804,20030511,taskforce to probe nsw school maintenance system
16805,20030511,tas rsl pushing for voluntary euthanasia
16806,20030511,tas support group calls for g gs resignation
16807,20030511,teens hurt after gatecrashers storm adelaide party
16808,20030511,three under investigation for sars across australia
16809,20030511,three way tie for belfry lead
16810,20030511,toms on top in pga event
16811,20030511,twelve killed in fire in northern india
16812,20030511,two being monitored for sars in australia
16813,20030511,two charged with arson after house fire in tas
16814,20030511,two in hospital after sydney shooting
16815,20030511,ullrich unconcerned about tour despite team
16816,20030511,unwanted lyle sets sights on ryder cup captaincy
16817,20030511,un warns of catastrophe as congo fighting goes on
16818,20030511,us congress committee approves nuclear bill
16819,20030511,us experts tackle sars
16820,20030511,us iran hold direct talks in geneva us official
16821,20030511,van exel provides telling finish as dallas edge
16822,20030511,vic opp critical of timing of education system
16823,20030511,wa greens hoping to scuttle nuclear dump plans
16824,20030511,waratahs fall at last hurdle
16825,20030511,warm up win for sorenstam
16826,20030511,wenger hopes to regain title
16827,20030511,wolves edge reading sheffield force draw
16828,20030511,woman attacked outside home
16829,20030511,women shot in chest after disturbing car thieves
16830,20030512,aba clears macquarie in 2gb ownership inquiry
16831,20030512,abc wins five at logies
16832,20030512,accommodation shortage in gladstone
16833,20030512,aceh ceasefire close to collapse
16834,20030512,aid agency calls for law and order in iraq
16835,20030512,albion park residents to talk to telstra country
16836,20030512,amrozi faces court over bali blasts
16837,20030512,amrozi fronts court as bali trial begins
16838,20030512,amrozi to appear before court
16839,20030512,amrozi trial adjourned for one week
16840,20030512,anglers rescued after boating ordeal
16841,20030512,ansett pilots take legal action over lost wages
16842,20030512,anti hooning laws working on coasts mcgrady
16843,20030512,anz suspends solomon islands banking operations
16844,20030512,armed fisheries boat returns without catch
16845,20030512,army worm woes not as bad
16846,20030512,arsenal pair uncertain for cup final
16847,20030512,arson charges dropped against woomera detainees
16848,20030512,aussie dollar hits two year high
16849,20030512,australia bowled out in second innings
16850,20030512,australian fruit and vege back in singapore market
16851,20030512,awards find rove tvs most popular personality
16852,20030512,banks promina take market higher
16853,20030512,beazley urged to be loyal
16854,20030512,better rain tipped for south east wa coast
16855,20030512,blackburn secures uefa cup place
16856,20030512,bourdais wins german 500 but zanardi steals show
16857,20030512,bremer lands in basra
